,brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,data_year
3084,Toyota,Corolla S Plus,2016,68364,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,16000,2023
3085,Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,8-Speed A/T,Black,Beige,True,Yes,29000,2023
3086,Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,9-Speed A/T,Gray,Black,True,Yes,62000,2023
3087,Ford,Fusion Hybrid Base,2012,158366,Hybrid,A/T,Gray,Black,True,Yes,8250,2023
3088,BMW,X1 xDrive 28i,2017,49700,Gasoline,8-Speed A/T,Blue,Black,False,Yes,26000,2023
3089,GMC,Terrain SLE,2010,81500,Gasoline,A/T,Brown,Gray,False,Yes,12250,2023
3090,BMW,i3 120Ah w/Range Extender,2019,16975,No,A/T,Black,Black,False,Yes,26990,2023
3091,Porsche,911 GT3,2018,5989,Gasoline,"Manual, 6-Spd",GT SILVER,BLACK,False,No,209000,2023
3092,Ford,Mustang SVT Cobra,2003,16100,Gasoline,M/T,Red,Beige,False,Yes,35500,2023
3093,Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,A/T,White,White,False,Yes,67500,2023
3094,RAM,2500 Big Horn,2016,89500,Gasoline,A/T,Black,Gray,False,Yes,35000,2023
3095,Ford,E250 Cargo,2013,87501,E85 Flex Fuel,4-Speed A/T,White,Gray,True,Yes,17777,2023
3096,MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,8-Speed A/T,Blue,Black,False,Yes,28900,2023
3097,RAM,1500 Classic Tradesman,2019,12466,Gasoline,8-Speed A/T,Gray,Gray,False,Yes,28995,2023
3098,Volvo,C70 T5,2011,199000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,True,Yes,5500,2023
3099,Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,5-Speed A/T,Black,Brown,True,Yes,22999,2023
3100,Toyota,Camry Hybrid XLE,2018,22000,Hybrid,A/T,White,Beige,False,Yes,29500,2023
3101,GMC,Acadia SLE-2,2016,100795,Gasoline,6-Speed Automatic,White Frost Tri-Coat,Ebony,True,Yes,12995,2023
3102,Chevrolet,Impala 1LT,2019,99941,Gasoline,6-Speed Automatic,Silver Ice Metallic,Jet Black,False,Yes,17816,2023
3103,Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,8-Speed Automatic,Metallic,Global Black,No,No,38633,2023
3104,Jeep,Liberty Sport,2003,103000,Gasoline,A/T,Black,Gray,False,Yes,5200,2023
3105,Jaguar,XF Luxury,2009,91491,Gasoline,6-Speed A/T,Blue,Beige,False,Yes,7000,2023
3106,Honda,Civic Sport,2020,23131,Gasoline,Automatic CVT,Crystal Black Pearl,Black,True,No,23739,2023
3107,Subaru,Outback 2.5i Premium,2019,77000,Gasoline,CVT Transmission,Gray,Gray,True,Yes,18749,2023
3108,Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,A/T,White,White,False,Yes,76000,2023
3109,Tesla,Model Y Long Range,2022,500,No,A/T,White,Black,False,Yes,45900,2023
3110,Lexus,ES 350 Base,2019,49810,Gasoline,8-Speed A/T,Gray,Black,True,Yes,33900,2023
3111,Honda,CR-V Touring,2022,20229,Gasoline,Automatic CVT,Black,Black,False,No,36727,2023
3112,Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,8-Speed A/T,White,Black,False,Yes,75000,2023
3113,BMW,330 i,2005,59300,Gasoline,M/T,Red,Black,False,Yes,30900,2023
3114,Maybach,Type 57 Base,2004,34254,Gasoline,5-Speed A/T,Brown,–,False,Yes,64250,2023
3115,Lexus,ES 250 Base,2021,24364,Gasoline,Automatic,Eminent White Pearl,Chateau,False,No,37998,2023
3116,Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,A/T,White,Black,True,Yes,22000,2023
3117,Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,7-Speed A/T,Black,Beige,False,Yes,13999,2023
3118,Dodge,Dakota Sport,1997,285000,Gasoline,4-Speed A/T,White,Gray,False,Yes,6399,2023
3119,RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,8-Speed Automatic,Bright White Clearcoat,Black,True,No,25307,2023
3120,Mazda,CX-9 Touring,2016,127131,Gasoline,A/T,Brown,–,True,Yes,16770,2023
3121,Porsche,911 Turbo S,2019,31000,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,179900,2023
3122,BMW,X3 xDrive30i,2021,27000,Gasoline,8-Speed A/T,Black,Brown,False,Yes,38400,2023
3123,Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,A/T,White,Black,False,Yes,18900,2023
3124,BMW,X7 xDrive40i,2021,9200,Hybrid,8-Speed A/T,White,Brown,True,Yes,71200,2023
3125,Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,7-Speed A/T,Brown,Beige,True,Yes,32999,2023
3126,Bentley,Continental GT W12,2016,61160,Gasoline,A/T,Black,Black,True,Yes,98000,2023
3127,Jeep,Wrangler Unlimited,2005,146000,Gasoline,A/T,Red,Black,True,Yes,15900,2023
3128,Tesla,Model S 100D,2017,38957,No,1-Speed A/T,Silver,Beige,False,Yes,46750,2023
3129,Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,6-Speed A/T,Blue,Beige,False,Yes,16500,2023
3130,Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,True,No,39860,2023
3131,Kia,Sorento SXL,2017,108559,Gasoline,6-Speed Automatic,Titanium Silver,Satin Black,False,No,15998,2023
3132,Lexus,LS 430 Base,2006,192000,Gasoline,6-Speed A/T,Silver,Gray,True,Yes,7390,2023
3133,Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,7-Speed A/T,Black,Black,False,Yes,15500,2023
3134,Tesla,Model X 75D,2016,52000,No,A/T,Black,Beige,False,Yes,52000,2023
3135,RAM,1500 Rebel,2020,57300,Gasoline,8-Speed A/T,Black,Black,False,Yes,43500,2023
3136,MINI,Cooper Base,2008,104500,Gasoline,6-Speed A/T,Red,Black,True,Yes,4100,2023
3137,Jeep,Cherokee Sport,1996,170552,Gasoline,4-Speed A/T,Black,Gray,True,Yes,6500,2023
3138,Ford,Mustang GT Premium,2013,18000,Gasoline,6-Speed A/T,Silver,Black,False,Yes,29000,2023
3139,Lincoln,Navigator Reserve,2019,39000,Gasoline,10-Speed A/T,Black,Black,False,Yes,51999,2023
3140,Jeep,Gladiator Rubicon,2020,38000,Gasoline,8-Speed A/T,Black,Black,False,Yes,45000,2023
3141,Porsche,Cayman GT4,2016,15168,Gasoline,6-Speed M/T,White,Black,False,Yes,115000,2023
3142,Honda,Civic EX,2012,167506,Gasoline,A/T,Black,–,False,Yes,6500,2023
3143,Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,A/T,White,Gray,True,Yes,13000,2023
3144,Ford,Shelby GT500 Base,2021,19200,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,82950,2023
3145,Land,Rover Defender SE,2022,46000,Hybrid,8-Speed A/T,Green,Beige,False,Yes,75000,2023
3146,Hummer,H3 Base,2007,201000,Gasoline,A/T,White,Black,True,Yes,7200,2023
3147,Kia,Sportage LX,2014,87000,Gasoline,A/T,Black,Black,True,Yes,8900,2023
3148,GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,6-Speed A/T,White,Beige,False,Yes,24950,2023
3149,Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,8-Speed A/T,White,Black,False,Yes,36500,2023
3150,Ford,Bronco XLT,1995,195000,–,A/T,Blue,Gray,False,Yes,15000,2023
3151,Tesla,Model S Long Range Plus,2021,10550,No,A/T,Gray,Black,False,Yes,67800,2023
3152,Audi,A6 3.0T Prestige,2014,89500,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,False,Yes,18000,2023
3153,Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,8-Speed A/T,Red,Black,False,Yes,37500,2023
3154,Jeep,Wrangler Sport,2010,87250,Gasoline,6-Speed M/T,Blue,Black,False,Yes,18500,2023
3155,Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,A/T,White,Black,True,Yes,13000,2023
3156,Cadillac,SRX Luxury Collection,2016,70503,Gasoline,6-Speed A/T,Silver,Beige,False,Yes,15500,2023
3157,Porsche,Cayenne Turbo,2009,41965,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,True,Yes,35000,2023
3158,Toyota,4Runner 4WD,1999,267000,Gasoline,5-Speed M/T,Silver,Beige,True,Yes,8000,2023
3159,Mitsubishi,Eclipse GT,2003,146000,Gasoline,4-Speed A/T,Gray,Black,True,Yes,4200,2023
3160,Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,8-Speed A/T,White,White,False,Yes,82500,2023
3161,Toyota,GR86 Premium,2022,1050,Gasoline,6-Speed A/T,Gray,Black,False,Yes,40000,2023
3162,Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,8-Speed Automatic,Gray,Ebony,False,No,89900,2023
3163,Ford,Mustang GT Premium,2012,19900,Gasoline,6-Speed A/T,White,Black,False,Yes,26500,2023
3164,Tesla,Model Y Long Range,2020,19800,No,1-Speed A/T,White,White,False,Yes,44990,2023
3165,RAM,1500 Sport,2012,113500,Gasoline,A/T,Black,Black,False,Yes,17900,2023
3166,Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,6-Speed A/T,Black,Black,False,Yes,150000,2023
3167,INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,Transmission w/Dual Shift Mode,Red,Black,False,Yes,54000,2023
3168,Volkswagen,e-Golf SE,2016,41615,No,1-Speed A/T,Blue,Gray,False,Yes,12000,2023
3169,Tesla,Model X Long Range,2022,11860,No,A/T,White,White,False,Yes,92500,2023
3170,BMW,M5 Base,2015,27000,Gasoline,7-Speed A/T,Black,Black,False,Yes,52500,2023
3171,Kia,K5 GT-Line,2022,22101,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,True,Yes,29430,2023
3172,Chevrolet,Caprice Classic Base,1996,60000,Gasoline,A/T,Purple,Gray,No,No,18500,2023
3173,Subaru,BRZ Limited,2013,46452,Gasoline,6-Speed M/T,Gray,Black,False,Yes,22888,2023
3174,Lincoln,MKZ Reserve I,2019,36000,Gasoline,6-Speed A/T,White,Beige,False,Yes,26500,2023
3175,Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,7-Speed M/T,Silver,Red,False,Yes,61950,2023
3176,Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,7-Speed A/T,White,Beige,True,Yes,27000,2023
3177,Mazda,CX-9 Signature,2018,19500,Gasoline,Transmission w/Dual Shift Mode,White,Brown,False,Yes,32250,2023
3178,Ford,Mustang GT,2016,36000,Gasoline,6-Speed M/T,Orange,Black,True,Yes,31000,2023
3179,Rolls-Royce,Wraith Base,2016,21000,Gasoline,A/T,Brown,Black,No,No,217000,2023
3180,Chevrolet,Camaro 1SS,2022,6640,Gasoline,A/T,Orange,Black,False,Yes,51999,2023
3181,BMW,X5 xDrive35i,2016,74850,Gasoline,A/T,White,Brown,True,Yes,21900,2023
3182,Nissan,Maxima SV,2014,117000,Gasoline,Transmission w/Dual Shift Mode,White,Black,True,Yes,10900,2023
3183,Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,6-Speed A/T,Black,Black,No,No,39900,2023
3184,INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,9-Speed A/T,Gold,Brown,False,Yes,57999,2023
3185,Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,6-Speed M/T,Silver,Black,False,Yes,37999,2023
3186,BMW,X3 xDrive30i,2021,15000,Gasoline,Transmission w/Dual Shift Mode,White,Brown,False,Yes,39995,2023
3187,Toyota,Tundra SR5,2016,119000,Gasoline,6-Speed A/T,Red,Black,False,Yes,29950,2023
3188,Lincoln,Mark LT Base,2006,87500,Gasoline,A/T,Silver,Black,True,Yes,12999,2023
3189,Ford,Flex SEL,2011,149000,Gasoline,6-Speed A/T,Black,Beige,False,Yes,7999,2023
3190,Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,8-Speed A/T,Gray,Brown,True,Yes,20995,2023
3191,Ford,F-150 XL,2021,45979,Gasoline,10-Speed Automatic,Agate Black Metallic,Black,False,Yes,38532,2023
3192,Lincoln,Continental Reserve,2017,56846,Gasoline,Transmission w/Dual Shift Mode,White,Beige,False,Yes,29000,2023
3193,Tesla,Model X 75D,2017,94100,No,A/T,Black,Orange,True,Yes,49900,2023
3194,Jeep,Grand Cherokee Limited,2017,80150,Gasoline,8-Speed A/T,Blue,Black,True,Yes,22500,2023
3195,GMC,Terrain SLT-1,2013,11563,Gasoline,A/T,Blue,Black,True,Yes,12300,2023
3196,Tesla,Model X Long Range,2022,7500,No,A/T,Silver,Black,False,Yes,84000,2023
3197,Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,9-Speed A/T,Gray,Black,False,Yes,78000,2023
3198,Subaru,Impreza WRX Base,2013,113000,Gasoline,5-Speed M/T,Blue,Black,True,Yes,16000,2023
3199,Kia,Optima S,2018,74000,Gasoline,6-Speed A/T,White,Black,False,Yes,15000,2023
3200,Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,A/T,Black,Black,False,Yes,11900,2023
3201,Volkswagen,Beetle 2.0T S,2018,36824,Gasoline,6-Speed A/T,Red,Red,False,Yes,23999,2023
3202,Acura,RSX Base,2005,186040,Gasoline,A/T,Gray,Beige,True,Yes,6700,2023
3203,GMC,Acadia SLE,2020,58000,Gasoline,9-Speed A/T,Black,Black,False,Yes,27700,2023
3204,Ford,F-150 Lariat,2020,31250,Gasoline,A/T,Blue,Gray,False,Yes,42500,2023
3205,Jeep,Gladiator Overland,2020,43000,Gasoline,A/T,White,Beige,False,Yes,46500,2023
3206,Toyota,Tacoma TRD Sport,2020,41199,Gasoline,6 Speed Mt,Black,Black/Gun Metal,False,No,41598,2023
3207,Kia,EV6 GT-Line,2022,22000,No,1-Speed A/T,Gray,Black,False,Yes,45000,2023
3208,Genesis,GV70 3.5T Sport,2022,12900,Gasoline,8-Speed A/T,Gray,White,False,Yes,53000,2023
3209,Ford,Explorer ST,2022,10500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,No,No,50000,2023
3210,MINI,Countryman Cooper,2020,74725,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,False,Yes,21612,2023
3211,Mazda,CX-5 Grand Touring,2021,61117,Gasoline,6-Speed Automatic,Sonic Silver Metallic,Black,False,Yes,26485,2023
3212,BMW,325 i,2003,142000,Gasoline,5-Speed M/T,Silver,Black,True,Yes,4800,2023
3213,Ford,Mustang EcoBoost Premium,2019,31000,–,6-Speed M/T,Gray,Black,False,Yes,34700,2023
3214,Toyota,Yaris L,2012,129355,Gasoline,4-Speed A/T,Black,Gray,True,Yes,7950,2023
3215,Chevrolet,Express 1500 Base,2010,204000,E85 Flex Fuel,4-Speed A/T,White,Gray,True,Yes,4900,2023
3216,Lincoln,Navigator L Select,2016,115600,Gasoline,6-Speed A/T,Black,Black,False,Yes,22500,2023
3217,Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,A/T,Gray,Black,False,Yes,62500,2023
3218,Bentley,Continental GT Base,2007,72166,Gasoline,A/T,Black,Black,True,Yes,35995,2023
3219,Lexus,RX 350 F Sport,2018,26100,Gasoline,8-Speed A/T,Gray,Red,False,Yes,37899,2023
3220,BMW,430 i,2017,58880,Gasoline,8-Speed A/T,White,Brown,False,Yes,21000,2023
3221,Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,10-Speed A/T,Black,Black,False,Yes,104000,2023
3222,Honda,Civic EX,2008,190640,Gasoline,5-Speed M/T,Silver,Silver,True,Yes,5500,2023
3223,Porsche,Cayenne AWD,2020,37500,Gasoline,8-Speed A/T,White,Black,False,Yes,59900,2023
3224,Ford,Mustang Mach-E GT,2022,13856,No,1-Speed A/T,White,Black,False,Yes,54000,2023
3225,Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,6-Speed A/T,Blue,Black,False,Yes,13600,2023
3226,Lexus,LS 460 Base,2014,123256,Gasoline,8-Speed A/T,White,Beige,False,Yes,24995,2023
3227,Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,10-Speed A/T,White,Brown,False,Yes,88900,2023
3228,Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289,Gasoline,7-Speed A/T,White,Gray,False,Yes,20490,2023
3229,Hyundai,Veloster Base,2013,56837,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,True,Yes,10500,2023
3230,Chevrolet,Corvette Base,2002,44168,Gasoline,4-Speed A/T,Orange,Black,False,Yes,30000,2023
3231,Mercedes-Benz,C-Class C 300 4MATIC,2019,59766,Gasoline,9-Speed Automatic,Lunar Blue Metallic,Macchiato,False,No,26900,2023
3232,Kia,Stinger GT,2018,56300,Gasoline,A/T,Silver,Black,False,Yes,29950,2023
3233,Volvo,S60 R,2004,167000,Gasoline,6-Speed M/T,Black,Beige,False,Yes,8000,2023
3234,Chevrolet,Silverado 2500 LT,2015,122770,E85 Flex Fuel,A/T,Brown,Black,False,Yes,27499,2023
3235,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,A/T,Black,Black,False,Yes,54995,2023
3236,GMC,Sierra 1500 SLE,2015,102000,Gasoline,6-Speed A/T,Silver,Black,True,Yes,24500,2023
3237,Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,True,Yes,44800,2023
3238,Porsche,911 Turbo S,2019,22000,Gasoline,7-Speed A/T,White,Beige,False,Yes,174900,2023
3239,Chevrolet,Suburban Z71,2022,19200,Gasoline,10-Speed A/T,White,Black,False,Yes,69790,2023
3240,Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,A/T,Black,Black,False,Yes,128000,2023
3241,Porsche,911 Carrera,2023,19800,Gasoline,8-Speed A/T,Silver,Black,False,Yes,134900,2023
3242,Land,Rover Range Rover Sport HSE,2011,105000,Gasoline,A/T,Black,Black,False,Yes,10000,2023
3243,Ford,F-250 Lariat,2016,122650,Diesel,6-Speed A/T,Gray,Black,False,Yes,38900,2023
3244,Subaru,BRZ Limited,2022,14000,Gasoline,6-Speed M/T,White,Black,False,Yes,34999,2023
3245,Lexus,LS 460 Base,2008,100868,Gasoline,8-Speed A/T,Black,Beige,False,Yes,15397,2023
3246,Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,6-Speed A/T,Black,Black,True,Yes,15000,2023
3247,Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,A/T,White,Black,True,Yes,94995,2023
3248,Nissan,Pathfinder S,2020,41250,Gasoline,CVT Transmission,White,–,False,Yes,21865,2023
3249,MINI,Cooper S Base,2006,99600,Gasoline,6-Speed A/T,Orange,Black,False,Yes,5500,2023
3250,Acura,ILX 2.0L w/Premium Package,2013,198000,Gasoline,Transmission w/Dual Shift Mode,White,Black,True,Yes,11000,2023
3251,Lexus,RX 350 Base,2021,20598,Gasoline,8-Speed Automatic,Atomic Silver,Gray,True,No,42599,2023
3252,Porsche,911 Carrera S,2013,52044,Gasoline,7-Speed M/T,White,Gray,False,Yes,76500,2023
3253,MINI,Hardtop Cooper S,2022,23777,Gasoline,6-Speed M/T,Gray,Black,False,Yes,30000,2023
3254,Ford,F-150 Platinum,2018,60660,Gasoline,A/T,Gold,Black,True,Yes,46900,2023
3255,BMW,i3 Base,2015,26000,No,1-Speed A/T,White,Beige,False,Yes,14999,2023
3256,Mazda,CX-5 Touring,2018,61000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,False,Yes,21800,2023
3257,Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,A/T,Black,Red,False,Yes,32600,2023
3258,BMW,X5 M50i,2023,13735,Gasoline,8-Speed Automatic,Black Sapphire Metallic,Black,False,No,77897,2023
3259,Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,Automatic,Obsidian Black Metallic,Beige,False,No,33998,2023
3260,Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,6-Speed M/T,Silver,Black,True,Yes,52500,2023
3261,Ford,F-350 Lariat,2015,162000,Diesel,Transmission w/Dual Shift Mode,Red,Beige,False,Yes,32000,2023
3262,BMW,X3 xDrive30i,2019,92040,Gasoline,8-Speed Automatic,Alpine White,Black,False,Yes,24999,2023
3263,RAM,1500 SLT,2017,73690,Gasoline,8-Speed A/T,Blue,Gray,True,Yes,27000,2023
3264,Toyota,Tacoma Base,2009,48750,Gasoline,M/T,Brown,Silver,False,Yes,17900,2023
3265,Cadillac,SRX Performance Collection,2011,124542,Gasoline,6-Speed A/T,Gray,Beige,False,Yes,8450,2023
3266,Ford,Mustang GT Premium,2010,69000,Gasoline,5-Speed A/T,White,Black,False,Yes,20000,2023
3267,Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,4-Speed A/T,Black,Beige,False,Yes,19000,2023
3268,BMW,650 i,2006,122141,Gasoline,6-Speed M/T,Silver,Black,False,Yes,10500,2023
3269,Subaru,Impreza WRX,2012,106000,Gasoline,M/T,Black,Black,False,Yes,15000,2023
3270,Ford,Edge Titanium,2017,113294,Gasoline,6-Speed A/T,Gray,Black,True,Yes,16500,2023
3271,Kia,Telluride SX,2021,24423,Gasoline,8-Speed Automatic,Black,Black,False,No,44315,2023
3272,Tesla,Model S Long Range,2022,28000,No,1-Speed A/T,Gray,White,False,Yes,68750,2023
3273,RAM,1500 Rebel,2018,54800,Gasoline,A/T,White,Black,True,Yes,37050,2023
3274,Ford,Explorer XLT,2017,161000,Gasoline,6-Speed A/T,Gray,Black,False,Yes,17500,2023
3275,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,9-Speed A/T,Black,Black,False,Yes,61350,2023
3276,Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,A/T,White,Beige,True,Yes,20499,2023
3277,Nissan,Armada Platinum,2018,119950,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,20999,2023
3278,Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,5-Speed A/T,White,Beige,False,Yes,12500,2023
3279,Bentley,Bentayga V8,2021,24500,Gasoline,8-Speed A/T,White,White,False,Yes,165000,2023
3280,Jeep,Gladiator Overland,2021,4100,Gasoline,A/T,Black,Black,False,Yes,55000,2023
3281,BMW,M2 CS,2020,9670,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,False,Yes,103500,2023
3282,Dodge,Charger SE,2017,63250,Gasoline,A/T,Red,Black,False,Yes,18650,2023
3283,Lincoln,MKX Black Label,2017,69431,Gasoline,6-Speed A/T,Silver,Black,False,Yes,26500,2023
3284,Toyota,Tundra SR5,2015,108044,Gasoline,6-Speed Automatic,Black,–,False,Yes,31380,2023
3285,BMW,335 i,2008,98000,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,False,Yes,13998,2023
3286,BMW,X1 xDrive28i,2019,52253,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,34500,2023
3287,Ford,F-350 Platinum,2022,23850,Diesel,10-Speed A/T,Silver,Black,False,Yes,99750,2023
3288,Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,A/T,White,Gray,False,Yes,39500,2023
3289,Dodge,Challenger GT,2021,40000,Gasoline,A/T,Black,Black,False,Yes,32500,2023
3290,Audi,S4 3.0 Prestige,2012,38718,Gasoline,7-Speed A/T,Black,Black,False,Yes,31000,2023
3291,Toyota,Tacoma TRD Sport,2018,84184,Gasoline,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,False,No,35998,2023
3292,Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,7-Speed A/T,Red,Black,False,Yes,56500,2023
3293,INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,28900,2023
3294,Porsche,911 Carrera 4S,2002,119500,Gasoline,6-Speed M/T,Black,Black,True,Yes,36995,2023
3295,Ford,Expedition Max Limited,2021,30918,Gasoline,10-Speed A/T,White,Beige,False,Yes,51999,2023
3296,Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,8-Speed A/T,Gray,Beige,False,Yes,92000,2023
3297,Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,A/T,Blue,Black,False,Yes,27900,2023
3298,Jeep,Grand Cherokee Limited,2005,100500,Gasoline,A/T,Black,Gray,False,Yes,9998,2023
3299,Dodge,Charger SRT Hellcat,2020,54320,Gasoline,8-Speed A/T,Gray,Black,True,Yes,67000,2023
3300,Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,A/T,Black,Black,False,Yes,23450,2023
3301,Porsche,911 Carrera S,2020,28000,Gasoline,8-Speed A/T,Gray,Black,False,Yes,134999,2023
3302,Porsche,911 GT3,2022,1750,Gasoline,7-Speed A/T,White,Black,False,Yes,275000,2023
3303,Cadillac,DTS Luxury,2007,130000,Gasoline,A/T,Gold,Beige,True,Yes,3499,2023
3304,Maserati,Grecale Modena,2023,3721,Gasoline,8-Speed Automatic,White,Red,False,Yes,69645,2023
3305,Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,7-Speed A/T,Black,Black,False,Yes,34500,2023
3306,Chevrolet,Malibu 1LT,2017,54000,Gasoline,A/T,Gray,Gray,True,Yes,16000,2023
3307,Nissan,Quest SL,2011,185000,Gasoline,A/T,White,Gray,True,Yes,7500,2023
3308,Mercedes-Benz,SLK-Class SLK 250,2015,49000,Gasoline,7-Speed A/T,Blue,Beige,False,Yes,23500,2023
3309,GMC,Sierra 2500 Denali,2024,2043,Gasoline,10-Speed A/T,White,Black,False,Yes,81500,2023
3310,Lexus,RX 350 Base,2016,71750,Gasoline,8-Speed A/T,Black,Brown,False,Yes,28000,2023
3311,Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,8-Speed Automatic with Auto-Shift,Arctic White,Tension,False,No,87500,2023
3312,BMW,330 i,2019,42200,Gasoline,8-Speed A/T,White,Black,False,Yes,27500,2023
3313,Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,A/T,Gold,Beige,False,Yes,33500,2023
3314,Tesla,Model S 75D,2016,102260,No,1-Speed A/T,White,Black,False,Yes,31300,2023
3315,Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,8-Speed Manual,Silver Flare Metallic,Adrenaline Red,False,No,80900,2023
3316,Jaguar,XF 25t Prestige,2018,37777,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,32500,2023
3317,Ford,F-150 XLT,2021,35921,Gasoline,10-Speed Automatic,Antimatter Blue Metallic,Black,False,No,42995,2023
3318,Ford,Bronco Outer Banks,2023,1800,Gasoline,10-Speed A/T,Gray,Blue,No,No,54900,2023
3319,Scion,FR-S Monogram,2014,163019,Gasoline,6-Speed M/T,Black,Black,True,Yes,8900,2023
3320,Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,9-Speed A/T,Blue,Beige,False,Yes,35500,2023
3321,Chevrolet,Tahoe Premier,2019,48879,Gasoline,Automatic,Silver Ice Metallic,Jet Black,False,No,49573,2023
3322,BMW,M3 Base,2002,117200,Gasoline,6-Speed A/T,Black,Black,False,Yes,15000,2023
3323,Ford,F-150 Lariat,2016,25000,E85 Flex Fuel,6-Speed A/T,Gray,Black,False,Yes,65000,2023
3324,BMW,i3 Base w/Range Extender,2014,74500,No,A/T,White,Gray,False,Yes,11499,2023
3325,INFINITI,G37 Journey,2013,33300,Gasoline,A/T,Gray,Black,False,Yes,21990,2023
